contrast,context_length,cache_budget,remote_count,metric,left_mean,right_mean,mean_difference,ci_low,ci_high,documents,targets
prefix_minus_recent,16384,8192,4,top1_changed,0.06640625,0.236328125,-0.169921875,-0.238330078125,-0.111328125,8,512
prefix_minus_recent,24576,128,4,delta_ce,0.22499852457479008,2.1047102068961863,-1.8797116823213962,-2.161574912988966,-1.603775522570533,8,512
prefix_minus_recent,24576,128,4,kl_full_to_compact,0.28539681437163633,2.2895473985289527,-2.0041505841573164,-2.2452737850912823,-1.7222405959110818,8,512
prefix_minus_recent,24576,128,4,top1_changed,0.19921875,0.6171875,-0.41796875,-0.458984375,-0.37890625,8,512
prefix_minus_recent,24576,512,4,delta_ce,0.1734273235535575,1.480745502697772,-1.3073181791442146,-1.7528802040549718,-0.908830977633355,8,512
prefix_minus_recent,24576,512,4,kl_full_to_compact,0.17412722207083153,1.6897893371416899,-1.5156621150708585,-1.8950538254954508,-1.1206535341972228,8,512
prefix_minus_recent,24576,512,4,top1_changed,0.162109375,0.556640625,-0.39453125,-0.462890625,-0.31640625,8,512
prefix_minus_recent,24576,2048,4,delta_ce,0.11568853848319716,0.7684527516247961,-0.6527642131415989,-1.1359530825756938,-0.3652211718308722,8,512
prefix_minus_recent,24576,2048,4,kl_full_to_compact,0.10565389279612286,0.8048219366704892,-0.6991680438743664,-1.1605071168521828,-0.4031084678343444,8,512
prefix_minus_recent,24576,2048,4,top1_changed,0.123046875,0.37890625,-0.255859375,-0.339892578125,-0.18359375,8,512
prefix_minus_recent,24576,8192,4,delta_ce,0.01396999736127924,0.4327207053335149,-0.4187507079722357,-0.7526366312911928,-0.20244125974431168,8,512
prefix_minus_recent,24576,8192,4,kl_full_to_compact,0.028621433991338346,0.48212210291951063,-0.4535006689281723,-0.7454616859969488,-0.26741762506570804,8,512
prefix_minus_recent,24576,8192,4,top1_changed,0.0625,0.2890625,-0.2265625,-0.275439453125,-0.17573242187500027,8,512
prefix_minus_recent,32768,128,4,delta_ce,0.25628262295894366,2.299716430883606,-2.0434338079246626,-2.4272869006985616,-1.6387746029765737,8,512
prefix_minus_recent,32768,128,4,kl_full_to_compact,0.25162544849357893,2.4372277999943393,-2.1856023515007603,-2.6375889249920417,-1.7250505715762507,8,512
prefix_minus_recent,32768,128,4,top1_changed,0.23828125,0.7109375,-0.47265625,-0.544921875,-0.40625,8,512
