layer,block_index,content_minus_function,ci_low,ci_high,documents,ci_excludes_zero,permutation_p_value,fdr_q_value,fdr_significant_0.05,key_start,key_end
1,24,2.142278994560109e-05,-3.278648113007237e-06,4.5835595648816374e-05,8,False,0.15625,0.4106776180698152,False,3072,3200
1,25,1.9468833175837456e-05,1.4288369502515495e-08,3.908122239650036e-05,8,True,0.1171875,0.36231884057971014,False,3200,3328
1,26,-1.1277198151620038e-05,-3.8403368978192474e-05,1.5831914119039112e-05,8,False,0.4609375,0.7040572792362768,False,3328,3456
1,27,1.6728515715676984e-05,-2.042241763236235e-05,6.356765041598146e-05,8,False,0.5703125,0.7749469214437368,False,3456,3584
1,28,4.277280797834759e-07,-2.671580954481053e-05,3.150651214389204e-05,8,False,0.984375,0.9936908517350158,False,3584,3712
1,29,-2.895753069251085e-05,-7.43722304701631e-05,1.2766224746872086e-05,8,False,0.2578125,0.5263157894736842,False,3712,3840
1,30,-9.636929443850186e-06,-4.371492472218839e-05,2.2451888953065665e-05,8,False,0.5859375,0.7836990595611285,False,3840,3968
1,31,-1.3863794746123511e-05,-4.481138002958495e-05,1.6674604257611067e-05,8,False,0.375,0.631578947368421,False,3968,4096
1,32,-1.3641900833178072e-05,-5.254702165676566e-05,1.6180556892516582e-05,8,False,0.5625,0.7700534759358288,False,4096,4224
1,33,1.3226488117410882e-05,-1.9939831108997094e-05,4.1236836247648395e-05,8,False,0.4375,0.6862745098039216,False,4224,4352
1,34,-2.207716951735462e-06,-3.527884976276494e-05,2.551264857552122e-05,8,False,0.9375,0.9693053311793215,False,4352,4480
1,35,-7.805295750612325e-06,-4.036017479914628e-05,1.9495712112229402e-05,8,False,0.7109375,0.8576814326107446,False,4480,4608
1,36,-1.4902561973781164e-05,-3.765054309752799e-05,4.116537637200601e-06,8,False,0.3125,0.5738880918220947,False,4608,4736
1,37,-7.411654224839031e-06,-2.5671359751946974e-05,1.3868201346142318e-05,8,False,0.53125,0.748898678414097,False,4736,4864
1,38,9.006336880805344e-06,-9.653765174599542e-06,2.951290436444001e-05,8,False,0.46875,0.7117437722419929,False,4864,4992
1,39,1.5335675049502707e-05,-5.136203561962293e-06,3.8147509589528946e-05,8,False,0.2734375,0.546875,False,4992,5120
1,40,1.1693448512364941e-05,-1.4790613011945539e-05,4.103600800477881e-05,8,False,0.46875,0.7117437722419929,False,5120,5248
1,41,2.1126790810625996e-05,-1.4824377112603249e-05,6.386919801844591e-05,8,False,0.4140625,0.6658291457286433,False,5248,5376
1,42,2.1490299906004774e-05,-2.9353426844844275e-05,7.165547004393623e-05,8,False,0.453125,0.7004830917874396,False,5376,5504
1,43,6.607978434254244e-07,-3.431837229975994e-05,3.639924942828174e-05,8,False,0.9609375,0.9800796812749004,False,5504,5632
1,44,1.7143078703861904e-05,-4.02615078238328e-05,7.396321165623793e-05,8,False,0.59375,0.7905544147843943,False,5632,5760
1,45,4.522948778943101e-06,-5.93402755074528e-05,7.092773069309537e-05,8,False,0.96875,0.9849086576648134,False,5760,5888
1,46,-4.338771316793712e-05,-9.991068738692327e-05,2.767933356535398e-05,8,False,0.2421875,0.5081967213114754,False,5888,6016
1,47,-1.0338470853751586e-05,-5.3503900172851616e-05,3.823563396415392e-05,8,False,0.6796875,0.8389585342333655,False,6016,6144
1,48,-8.09120826019164e-05,-0.00018010673355372988,7.780887505881662e-06,8,False,0.1640625,0.42084168336673344,False,6144,6272
1,49,-8.80723946640321e-05,-0.00017482076338882946,-3.920349815299696e-06,8,True,0.109375,0.35175879396984927,False,6272,6400
1,50,-0.0002941999411762171,-0.00037146274813178675,-0.00021002951139865832,8,True,0.0078125,0.14925373134328357,False,6400,6528
